75.287 10.615 0.0 0.0 14329824.575 14372409.712 33.135 23.196 0.0 0.0 14544179.831 14544308.977 36.06 9.988 0.0 16571.678 14492134.459 14486801.228 92.963 64.768 0.0 0.0 14438443.941 14735043.506 24.49 46.071 0.0 12309.868 14429649.757 14668058.101 1
80.807 8.922 0.0 0.0 13347537.547 13357383.695 26.178 23.203 0.0 0.0 13754453.697 13746064.322 26.065 9.988 0.0 16918.209 13736031.915 13736031.915 88.075 54.868 0.0 0.0 11616610.806 11857337.869 21.479 46.071 0.0 0.0 11614452.903 11765405.915 0
72.366 8.922 0.0 4704.62 13635566.918 13747416.371 33.063 23.203 0.0 422697.963 13768499.924 13777807.843 35.007 9.995 0.0 0.0 13803553.993 13803553.993 91.979 54.868 0.0 0.0 13224035.395 13498547.887 23.557 45.922 0.0 0.0 14070212.318 14273755.877 1
86.442 7.39 434707.876 0.0 14188687.351 7563002.83 30.059 23.193 0.0 0.0 9001512.279 9008458.509 32.02 9.995 0.0 0.0 12220448.202 12212806.393 65.041 45.144 8084.35 198875001.983 12395058.615 12653470.885 25.732 45.922 0.0 0.0 12375756.134 12569271.746 0
76.402 22.554 239200.174 0.0 13739177.881 13715995.284 32.056 23.193 0.0 0.0 13803231.549 13813393.046 35.029 9.988 0.0 0.0 13786278.948 13786076.763 90.218 45.144 3793.632 160466855.033 13334841.797 13614339.955 24.262 45.839 0.0 0.0 13333389.977 13550987.487 0
84.787 22.554 960950.392 52890709.569 9527214.579 9639368.454 19.197 23.193 0.0 0.0 8103373.067 8103373.067 20.244 9.988 0.0 0.0 8073125.862 8073125.862 63.263 35.545 0.0 0.0 11728076.651 11975778.761 15.496 45.839 0.0 0.0 11741996.851 11916251.3 0
77.082 16.474 0.0 4748813.57 13135085.868 13106531.789 32.068 23.193 0.0 0.0 13211178.437 13211137.102 35.531 9.995 0.0 0.0 13265302.51 13265515.929 92.379 25.62 0.0 103827697.999 13103018.495 13368335.823 28.474 45.811 0.0 0.0 13033743.354 13248130.668 0
86.506 16.474 0.0 30065.195 13256800.151 13256862.933 26.973 23.196 0.0 16241.701 6737867.954 6737867.954 28.967 9.995 0.0 0.0 12239311.166 12239311.166 84.501 25.62 0.0 0.0 7596172.877 7756528.262 19.754 45.811 0.0 0.0 11262367.793 11437597.01 0
77.924 13.472 0.0 0.0 12644401.52 12674542.759 30.738 23.19 0.0 16031.39 12629724.478 12629724.478 33.598 9.995 0.0 0.0 12651962.508 12651749.642 91.277 16.203 0.0 0.0 12368354.656 12633569.488 26.663 45.681 0.0 0.0 12325356.25 12523287.87 1
82.784 13.472 0.0 0.0 6901361.655 7010556.222 21.273 23.19 0.0 16538.002 11025753.251 11020102.079 22.066 10.004 0.0 0.0 10959086.008 10959086.008 79.314 16.203 0.0 0.0 10999698.503 11231231.468 23.756 45.681 0.0 0.0 10969907.542 11153567.185 0
78.056 17.073 0.0 0.0 11867913.801 11980842.755 31.033 23.187 0.0 15894.738 11995252.665 12005482.031 33.023 10.004 0.0 0.0 12038097.162 12038417.074 91.746 6.484 0.0 0.0 11803832.697 12048538.219 27.39 45.675 0.0 0.0 11777756.888 11959674.842 1
87.48 17.073 0.0 0.0 10335731.759 10332117.263 19.239 23.187 0.0 16879.936 6964056.501 6963992.642 18.218 9.985 0.0 0.0 6971780.656 6971844.505 55.779 6.484 0.0 0.0 10117511.486 10329905.752 14.752 45.675 0.0 0.0 10082461.158 10269547.271 0
80.297 17.073 0.0 0.0 11402007.03 11402007.03 28.836 23.203 0.0 16009.887 11266121.291 11266189.939 30.858 9.985 0.0 0.0 11304144.384 11309728.927 86.105 3.42 0.0 0.0 11143306.123 11374451.039 22.752 45.565 0.0 0.0 11106171.276 11305844.156 1
88.928 17.073 0.0 0.0 10229095.936 10241236.939 18.827 23.203 0.0 17171.783 6632654.678 6631218.737 28.311 9.992 0.0 0.0 10033645.042 10033704.217 84.472 3.42 3852.653 98639482.915 7501576.384 7658950.231 22.921 45.565 0.0 0.0 9945371.677 10111410.738 1
81.714 17.092 0.0 0.0 10555892.049 10580056.368 27.936 23.2 0.0 0.0 10437975.887 10438081.497 30.971 9.992 0.0 0.0 10638529.8 10638529.8 83.305 3.067 0.0 0.0 10362009.391 10576558.498 25.517 45.497 0.0 0.0 10370111.553 10557832.286 1
87.386 17.092 0.0 0.0 5602343.921 5633435.62 24.692 23.2 0.0 0.0 9549712.192 9549720.195 25.505 9.992 0.0 0.0 9521714.197 9521780.178 64.782 3.067 4163.254 105147153.332 10171423.692 10383576.629 22.515 45.497 0.0 0.0 10139666.27 10332246.379 0
82.209 17.086 0.0 0.0 10118090.932 10105527.087 27.581 23.206 0.0 0.0 9954969.26 9954899.43 28.618 9.992 0.0 0.0 9939729.236 9930720.148 77.896 3.066 0.0 0.0 9835771.065 10039573.349 21.751 45.427 0.0 0.0 9792473.028 9957581.173 0
84.883 17.086 0.0 0.0 6001377.78 6005299.25 19.116 23.206 0.0 0.0 8675267.846 8672281.428 21.026 9.982 0.0 0.0 8650676.255 8650630.318 67.807 3.066 0.0 0.0 9517110.884 9716031.008 23.963 45.351 0.0 0.0 9504116.114 9674905.574 0
83.432 17.078 0.0 0.0 9234618.183 9234618.183 26.407 23.2 0.0 0.0 9309170.823 9320416.101 27.0 9.982 0.0 0.0 9356186.685 9356186.685 74.907 3.274 0.0 46275.88 9124310.917 9313619.18 19.998 45.351 0.0 0.0 9094273.73 9243631.115 0
88.112 17.078 0.0 0.0 8322097.19 8322097.19 24.289 23.2 0.0 0.0 7291211.306 8472079.326 26.285 10.001 0.0 0.0 8468273.641 8468273.641 68.913 3.274 0.0 56834.596 8250714.558 8421806.05 19.601 45.319 0.0 0.0 8717578.294 8884093.831 0
